text,category
"INR 493.93 credited to A/c XXXX55 on 08th May 2024, 12:00 AM via RTGS from Sutton Inc. Current Balance: INR 5,391.57.",income
"INR 202.18 credited to A/c XXXX70 on 11th May 2024, 12:00 AM via RTGS from Gomez, Pham and Webster. Current Balance: INR 4,864.07.",income
"INR 153.86 credited to A/c XXXX88 on 07th May 2024, 12:00 AM via RTGS from Patterson-Graham. Current Balance: INR 3,384.11.",income
UPI -VPA 857.220.6020@paytm linked to ICICI a/c XX7825 debited Rs.4467.85 and credited to GB41UVXO45699461349974.ifsc.npci -Ref 985555210471,expense
"Dear Customer, INR 856.91 has been credited to A/c XXXX22 on 12th May 2024, 12:00 AM, 07:00 PM via IMPS from Whitaker Ltd. Current Balance: INR 1,286.43.",income
"Dear Customer, INR 643.44 has been credited to A/c XXXX74 on 12th May 2024, 12:00 AM, 12:37 PM via IMPS from Lopez LLC. Current Balance: INR 3,258.12.",income
801.00 Debited ATM Card Maint Charge GST in your Ac XX1924 on 2024-05-04. .Avl BalRs 2556.74.,expense
"Your salary of INR 43061.32 has been credited to A/c XXXX41 on 02th May 2024, 12:00 AM via IMPS from Sellers and Sons. Current Balance: INR 1,740.06.",income
"INR 2294.88 credited to A/c XXXX74 on 11th May 2024, 12:00 AM via RTGS from Brown Group. Current Balance: INR 7,569.06.",income
"Your salary of INR 10168.96 has been credited to A/c XXXX25 on 04th May 2024, 12:00 AM via IMPS from Woods-Thompson. Current Balance: INR 6,568.42.",income
UPI -VPA 751.739.7560x47063@paytm linked to HDFC a/c XX3345 debited Rs.515.46 and credited to HPWM19571918673612.ifsc.npci -Ref 626729585464,expense
"Rs.4565.41 Credited to SB-xxx1298 AcBal:2812.65 CLRBal: 10,222.00 [376649] Howard Center on 01th May 2024, 12:00 AM. Ware, Scott and Powers.",income
6920.85 Debited ATM Card Maint Charge GST in your Ac XX6997 on 2024-01-10. .Avl BalRs 6886.99.,expense
"INR 782.75 credited to A/c XXXX81 on 01th May 2024, 12:00 AM via IMPS from Conley-Martinez. Current Balance: INR 8,857.65.",income
"Rs.1073.10 Credited to SB-xxx4701 AcBal:1183.69 CLRBal: 18,929.52 [880462] Reilly Shoals on 08th May 2024, 12:00 AM. Adkins Ltd.",income
UPI -VPA 226.506.5774@paytm linked to SBI a/c XX9980 debited Rs.7035.04 and credited to AMUO03604517576721.ifsc.npci -Ref 722889919223,expense
8691.23 Debited ATM Card Maint Charge GST in your Ac XX1133 on 2024-02-21. .Avl BalRs 6841.35.,expense
"Your salary of INR 46052.52 has been credited to A/c XXXX40 on 03th May 2024, 12:00 AM via IMPS from Hines, Armstrong and Davis. Current Balance: INR 9,640.40.",income
"INR 324.55 credited to A/c XXXX33 on 05th May 2024, 12:00 AM via UPI from Hayes, Edwards and Williams. Current Balance: INR 9,121.84.",income
"INR 384.90 credited to A/c XXXX35 on 03th May 2024, 12:00 AM via RTGS from Harrison PLC. Current Balance: INR 7,505.02.",income
"Sent Rs.9157.52 from HDFC Bank AC X6533 to phonepe8647285@paytm on 2024-01-02.UPI Ref 193534183830. Not you, http://www.tyler.com/",expense
"Sent Rs.6631.16 from Axis Bank AC X2330 to phonepe1611113@paytm on 2024-03-12.UPI Ref 950762892408. Not you, https://www.snyder.org/",expense
"Your salary of INR 15114.95 has been credited to A/c XXXX35 on 12th May 2024, 12:00 AM via RTGS from James Group. Current Balance: INR 2,798.90.",income
"Your salary of INR 24430.41 has been credited to A/c XXXX17 on 09th May 2024, 12:00 AM via IMPS from Palmer, Ward and Jones. Current Balance: INR 4,560.91.",income
"Rs.2629.73 Credited to SB-xxx7985 AcBal:1116.49 CLRBal: 10,229.12 [740812] Patricia Parks on 13th May 2024, 12:00 AM. Franklin and Sons.",income
"Rs.4487.30 Credited to SB-xxx2502 AcBal:1892.02 CLRBal: 13,433.76 [157983] Courtney Knoll on 06th May 2024, 12:00 AM. Neal LLC.",income
"INR 238.07 credited to A/c XXXX50 on 02th May 2024, 12:00 AM via RTGS from Ortega, Bentley and Guzman. Current Balance: INR 5,720.84.",income
"Rs.2354.67 Credited to SB-xxx6994 AcBal:2370.82 CLRBal: 11,181.86 [663765] Julie Forest on 13th May 2024, 12:00 AM. Clark, Davis and Ramos.",income
2351.58 Debited ATM Card Maint Charge GST in your Ac XX6115 on 2024-03-14. .Avl BalRs 4078.44.,expense
"INR 441.52 credited to A/c XXXX36 on 10th May 2024, 12:00 AM via RTGS from Stewart-Collins. Current Balance: INR 9,435.70.",income
"INR 265.93 credited to A/c XXXX18 on 10th May 2024, 12:00 AM via RTGS from Gonzales Group. Current Balance: INR 7,248.82.",income
"Sent Rs.8100.01 from Kotak Bank AC X2480 to paytm1837312@paytm on 2024-02-14.UPI Ref 599403586255. Not you, http://knox.net/",expense
8291.00 Debited ATM Card Maint Charge GST in your Ac XX7584 on 2024-04-17. .Avl BalRs 3352.53.,expense
"Rs.1052.14 Credited to SB-xxx2290 AcBal:3944.50 CLRBal: 19,020.12 [626997] Keith Isle on 10th May 2024, 12:00 AM. Sullivan-Harris.",income
"INR 3255.23 credited to A/c XXXX26 on 10th May 2024, 12:00 AM via RTGS from Fisher-Saunders. Current Balance: INR 5,773.11.",income
"Rs.2171.18 Credited to SB-xxx1971 AcBal:3321.58 CLRBal: 13,987.70 [688967] Thompson Key on 07th May 2024, 12:00 AM. Chen-Smith.",income
"Rs.3425.69 Credited to SB-xxx9248 AcBal:4701.50 CLRBal: 10,080.02 [663141] Vasquez Point on 06th May 2024, 12:00 AM. Mooney-Mueller.",income
VPA +1-381-740-6003x96851@paytm linked to Bank a/c XX1941 debited Rs.6070.41 and credited to GB24NLOZ43449197256610.ifsc.npci -Ref 783216531299,expense
"Rs.4998.23 Credited to SB-xxx3770 AcBal:3805.14 CLRBal: 10,801.26 [214066] Marsh Cliff on 04th May 2024, 12:00 AM. Gonzalez Group.",income
"Dear Customer, INR 243.60 has been credited to A/c XXXX71 on 11th May 2024, 12:00 AM, 02:39 PM via IMPS from Anderson Ltd. Current Balance: INR 1,433.96.",income
"INR 1007.27 credited to A/c XXXX91 on 09th May 2024, 12:00 AM via IMPS from Montgomery, West and Kim. Current Balance: INR 6,958.20.",income
"INR 134.19 credited to A/c XXXX50 on 09th May 2024, 12:00 AM via RTGS from Williams-Harris. Current Balance: INR 6,952.90.",income
VPA (800)863-2243@paytm linked to Bank a/c XX2997 debited Rs.9662.60 and credited to GB04GSUB39575654754950.ifsc.npci -Ref 805565087662,expense
3100.78 Debited ATM Card Maint Charge GST in your Ac XX8026 on 2024-02-08. .Avl BalRs 6427.38.,expense
"Dear Customer, INR 979.53 has been credited to A/c XXXX49 on 13th May 2024, 12:00 AM, 02:21 AM via IMPS from Scott, Adams and Krause. Current Balance: INR 6,161.21.",income
"Sent Rs.3246.02 from Kotak Bank AC X7559 to googlepay1705845@paytm on 2024-01-29.UPI Ref 620228265710. Not you, http://www.montgomery.com/",expense
"Your salary of INR 44342.25 has been credited to A/c XXXX62 on 11th May 2024, 12:00 AM via RTGS from Williams, Kelly and Pena. Current Balance: INR 4,968.78.",income
VPA 980-212-3562@paytm linked to SBI a/c XX5955 debited Rs.4907.01 and credited to QUMU80514727345145.ifsc.npci -Ref 265827226584,expense
8393.00 Debited ATM Card Maint Charge GST in your Ac XX9183 on 2024-05-10. .Avl BalRs 8457.25.,expense
UPI -VPA 378-632-4646x5130@paytm linked to HDFC a/c XX6470 debited Rs.7794.86 and credited to LRLH25652917749747.ifsc.npci -Ref 919577211083,expense
UPI -VPA 962.344.3384x29802@paytm linked to Bank a/c XX8656 debited Rs.8308.81 and credited to GB64HCZK64149860377016.ifsc.npci -Ref 932634016252,expense
"Sent Rs.6552.70 from Kotak Bank AC X9345 to googlepay2158419@paytm on 2024-02-24.UPI Ref 248237464594. Not you, https://hendricks.com/",expense
"INR 275.44 credited to A/c XXXX69 on 10th May 2024, 12:00 AM via RTGS from White, Nguyen and Murphy. Current Balance: INR 1,493.27.",income
"Rs.2034.28 Credited to SB-xxx2044 AcBal:3177.83 CLRBal: 10,463.95 [836838] Scott Forge on 05th May 2024, 12:00 AM. Scott, Wilcox and Boyer.",income
"Rs.3330.25 Credited to SB-xxx9143 AcBal:1370.00 CLRBal: 18,242.90 [7934] Rollins River on 08th May 2024, 12:00 AM. Marquez, Collins and Johnson.",income
"INR 358.07 credited to A/c XXXX29 on 11th May 2024, 12:00 AM via RTGS from Kelly-Flores. Current Balance: INR 8,845.08.",income
"INR 105.50 credited to A/c XXXX37 on 08th May 2024, 12:00 AM via RTGS from Obrien, Hernandez and Henderson. Current Balance: INR 1,285.79.",income
"INR 3759.91 credited to A/c XXXX88 on 03th May 2024, 12:00 AM via IMPS from Hernandez LLC. Current Balance: INR 2,744.31.",income
"Your salary of INR 21063.36 has been credited to A/c XXXX52 on 05th May 2024, 12:00 AM via RTGS from Price, Carter and Baker. Current Balance: INR 2,187.07.",income
"Your salary of INR 46671.21 has been credited to A/c XXXX44 on 04th May 2024, 12:00 AM via IMPS from Davis, Blankenship and Perez. Current Balance: INR 8,697.90.",income
"Sent Rs.6129.47 from SBI Bank AC X4982 to phonepe4859458@paytm on 2024-02-28.UPI Ref 481980428272. Not you, https://williams.com/",expense
"Sent Rs.9901.12 from Kotak Bank AC X1647 to paytm4709276@paytm on 2024-05-04.UPI Ref 526998436062. Not you, http://tyler.com/",expense
2432.66 Debited ATM Card Maint Charge GST in your Ac XX5702 on 2024-03-07. .Avl BalRs 999.44.,expense
"Your salary of INR 30933.70 has been credited to A/c XXXX84 on 12th May 2024, 12:00 AM via RTGS from Griffith-Townsend. Current Balance: INR 2,428.29.",income
"INR 3593.26 credited to A/c XXXX74 on 08th May 2024, 12:00 AM via UPI from Porter, Green and Bender. Current Balance: INR 7,631.86.",income
7221.48 Debited ATM Card Maint Charge GST in your Ac XX8299 on 2024-03-12. .Avl BalRs 553.74.,expense
"INR 375.43 credited to A/c XXXX32 on 02th May 2024, 12:00 AM via RTGS from Harris Group. Current Balance: INR 1,498.90.",income
"INR 363.78 credited to A/c XXXX69 on 08th May 2024, 12:00 AM via RTGS from Jones-Wallace. Current Balance: INR 5,262.22.",income
"Rs.2888.94 Credited to SB-xxx6760 AcBal:2141.51 CLRBal: 17,776.62 [793827] Sara Glens on 02th May 2024, 12:00 AM. Valentine-Harrell.",income
"Dear Customer, INR 822.36 has been credited to A/c XXXX89 on 11th May 2024, 12:00 AM, 04:58 PM via IMPS from Smith Group. Current Balance: INR 1,865.55.",income
"Your salary of INR 16072.60 has been credited to A/c XXXX28 on 01th May 2024, 12:00 AM via RTGS from Lee, Gonzalez and Jackson. Current Balance: INR 2,514.95.",income
"Your salary of INR 37234.13 has been credited to A/c XXXX48 on 02th May 2024, 12:00 AM via RTGS from Rogers, Scott and Smith. Current Balance: INR 9,641.79.",income
"Rs.4314.59 Credited to SB-xxx7767 AcBal:4026.06 CLRBal: 17,890.78 [974732] Jane Vista on 07th May 2024, 12:00 AM. Rojas-Yates.",income
"INR 243.76 credited to A/c XXXX33 on 09th May 2024, 12:00 AM via RTGS from Smith-Mueller. Current Balance: INR 6,181.52.",income
"Rs.3478.28 Credited to SB-xxx1498 AcBal:1632.84 CLRBal: 11,601.73 [909589] Jackson Courts on 13th May 2024, 12:00 AM. Pittman, Howe and Morales.",income
9557.48 Debited ATM Card Maint Charge GST in your Ac XX9898 on 2024-04-03. .Avl BalRs 3029.45.,expense
"INR 251.67 credited to A/c XXXX90 on 08th May 2024, 12:00 AM via RTGS from Lopez, Gill and Nichols. Current Balance: INR 1,674.91.",income
8997.36 Debited ATM Card Maint Charge GST in your Ac XX3702 on 2024-01-07. .Avl BalRs 3479.95.,expense
"INR 98.63 credited to A/c XXXX35 on 07th May 2024, 12:00 AM via RTGS from Mills Ltd. Current Balance: INR 3,835.12.",income
"Rs.2831.85 Credited to SB-xxx2242 AcBal:1933.51 CLRBal: 13,869.46 [747881] Long Port on 06th May 2024, 12:00 AM. Osborne, Perez and Ruiz.",income
"Rs.1139.41 Credited to SB-xxx5828 AcBal:4663.32 CLRBal: 19,686.24 [866689] Eric Forge on 10th May 2024, 12:00 AM. Roman, Macdonald and Coffey.",income
"INR 3970.86 credited to A/c XXXX48 on 11th May 2024, 12:00 AM via RTGS from Lewis, Joseph and Gonzalez. Current Balance: INR 9,480.16.",income
8848.56 Debited ATM Card Maint Charge GST in your Ac XX3280 on 2024-01-16. .Avl BalRs 9904.16.,expense
"INR 475.60 credited to A/c XXXX19 on 07th May 2024, 12:00 AM via RTGS from Rogers, Stevens and Smith. Current Balance: INR 4,518.91.",income
"INR 479.35 credited to A/c XXXX44 on 10th May 2024, 12:00 AM via RTGS from Tucker Inc. Current Balance: INR 1,021.77.",income
"INR 320.56 credited to A/c XXXX98 on 01th May 2024, 12:00 AM via RTGS from Simpson LLC. Current Balance: INR 1,116.39.",income
"INR 4511.20 credited to A/c XXXX27 on 11th May 2024, 12:00 AM via UPI from Morris-Griffith. Current Balance: INR 9,747.10.",income
"Rs.3828.76 Credited to SB-xxx3823 AcBal:1620.28 CLRBal: 17,591.00 [771243] Mcpherson Rapids on 06th May 2024, 12:00 AM. Guerra Inc.",income
"Rs.1206.38 Credited to SB-xxx3666 AcBal:3613.87 CLRBal: 16,720.66 [330928] Keller Ports on 07th May 2024, 12:00 AM. Mason, Matthews and Matthews.",income
4810.05 Debited ATM Card Maint Charge GST in your Ac XX1321 on 2024-04-12. .Avl BalRs 2306.14.,expense
"INR 2010.23 credited to A/c XXXX53 on 07th May 2024, 12:00 AM via UPI from Brown, Adams and Potter. Current Balance: INR 7,719.98.",income
UPI -VPA +1-670-312-7405x9065@paytm linked to SBI a/c XX7680 debited Rs.7371.29 and credited to GTPK61119403847822.ifsc.npci -Ref 769107461912,expense
"INR 826.57 credited to A/c XXXX21 on 09th May 2024, 12:00 AM via RTGS from Cardenas Group. Current Balance: INR 6,527.85.",income
2110.73 Debited ATM Card Maint Charge GST in your Ac XX9369 on 2024-01-26. .Avl BalRs 6817.71.,expense
"Rs.2881.77 Credited to SB-xxx1885 AcBal:4241.24 CLRBal: 19,616.63 [87222] Brent Club on 10th May 2024, 12:00 AM. Crawford PLC.",income
"INR 2842.47 credited to A/c XXXX19 on 01th May 2024, 12:00 AM via UPI from Meyer, Tucker and Bradley. Current Balance: INR 9,697.41.",income
"Dear Customer, INR 661.52 has been credited to A/c XXXX87 on 13th May 2024, 12:00 AM, 08:23 AM via IMPS from Martin, Mclaughlin and Coleman. Current Balance: INR 6,327.85.",income
"INR 85.43 credited to A/c XXXX85 on 07th May 2024, 12:00 AM via RTGS from Williams, Mendez and Obrien. Current Balance: INR 6,280.80.",income
UPI -VPA +1-428-507-3157@paytm linked to Bank a/c XX7519 debited Rs.647.38 and credited to GB51KFMT23094286244415.ifsc.npci -Ref 834808047327,expense
"Your salary of INR 39735.07 has been credited to A/c XXXX65 on 07th May 2024, 12:00 AM via RTGS from Warren Group. Current Balance: INR 2,842.58.",income
"Dear Customer, INR 599.29 has been credited to A/c XXXX70 on 09th May 2024, 12:00 AM, 03:52 AM via IMPS from Martinez and Sons. Current Balance: INR 2,326.67.",income
"INR 308.03 credited to A/c XXXX89 on 01th May 2024, 12:00 AM via RTGS from Cortez, Murphy and Adams. Current Balance: INR 6,056.29.",income
"Rs.2795.02 Credited to SB-xxx4626 AcBal:4829.64 CLRBal: 17,506.69 [940004] Carroll Forest on 10th May 2024, 12:00 AM. Cole PLC.",income
"INR 250.99 credited to A/c XXXX32 on 08th May 2024, 12:00 AM via RTGS from Porter PLC. Current Balance: INR 2,620.21.",income
"Sent Rs.4935.72 from Axis Bank AC X7901 to phonepe3695776@paytm on 2024-03-22.UPI Ref 510581273912. Not you, http://www.gonzalez.com/",expense
"INR 2864.43 credited to A/c XXXX19 on 13th May 2024, 12:00 AM via RTGS from Sawyer, Nielsen and Hines. Current Balance: INR 3,006.59.",income
"Your salary of INR 49248.57 has been credited to A/c XXXX79 on 03th May 2024, 12:00 AM via IMPS from Baird-Kennedy. Current Balance: INR 2,658.49.",income
"Your salary of INR 37868.20 has been credited to A/c XXXX74 on 06th May 2024, 12:00 AM via RTGS from Williams-Anderson. Current Balance: INR 9,177.38.",income
"INR 65.32 credited to A/c XXXX23 on 09th May 2024, 12:00 AM via RTGS from Brown-Brooks. Current Balance: INR 2,242.07.",income
"Your salary of INR 41432.82 has been credited to A/c XXXX32 on 01th May 2024, 12:00 AM via RTGS from West, Patel and Anderson. Current Balance: INR 6,012.38.",income
"Rs.4145.85 Credited to SB-xxx6866 AcBal:2305.37 CLRBal: 17,310.89 [872827] Bell Bridge on 10th May 2024, 12:00 AM. Alexander, Price and Schultz.",income
VPA 001-304-919-9725x86883@paytm linked to SBI a/c XX1820 debited Rs.840.85 and credited to RXJU15650745118719.ifsc.npci -Ref 575002854381,expense
"INR 120.62 credited to A/c XXXX30 on 08th May 2024, 12:00 AM via RTGS from Johnson, Adams and Gross. Current Balance: INR 4,363.03.",income
821.79 Debited ATM Card Maint Charge GST in your Ac XX1207 on 2024-02-01. .Avl BalRs 4020.77.,expense
6051.27 Debited ATM Card Maint Charge GST in your Ac XX4093 on 2024-03-16. .Avl BalRs 3175.47.,expense
"Rs.1877.03 Credited to SB-xxx6902 AcBal:3176.92 CLRBal: 10,358.47 [168022] Alexandra Ville on 11th May 2024, 12:00 AM. Heath Group.",income
"INR 2499.24 credited to A/c XXXX31 on 06th May 2024, 12:00 AM via IMPS from Daniel-Allen. Current Balance: INR 8,046.98.",income
422.13 Debited ATM Card Maint Charge GST in your Ac XX4910 on 2024-05-12. .Avl BalRs 9125.77.,expense
"Dear Customer, INR 672.71 has been credited to A/c XXXX91 on 08th May 2024, 12:00 AM, 07:18 PM via IMPS from Hansen-Rhodes. Current Balance: INR 8,267.78.",income
2277.18 Debited ATM Card Maint Charge GST in your Ac XX7510 on 2024-04-20. .Avl BalRs 9086.12.,expense
VPA (520)365-0886x3967@paytm linked to Bank a/c XX6801 debited Rs.9829.15 and credited to CZKH08177492005373.ifsc.npci -Ref 418732293818,expense
"Your salary of INR 32555.35 has been credited to A/c XXXX55 on 03th May 2024, 12:00 AM via IMPS from Olson, Brown and Moore. Current Balance: INR 1,350.86.",income
"INR 1004.71 credited to A/c XXXX72 on 09th May 2024, 12:00 AM via UPI from Dudley LLC. Current Balance: INR 4,724.24.",income
"Sent Rs.9825.91 from HDFC Bank AC X8325 to phonepe3963926@paytm on 2024-05-03.UPI Ref 670908228900. Not you, http://smith.com/",expense
UPI -VPA 001-255-937-6985x7197@paytm linked to SBI a/c XX3431 debited Rs.668.97 and credited to GB79WWML82720291710240.ifsc.npci -Ref 632361091953,expense
VPA 001-543-404-8593x56064@paytm linked to ICICI a/c XX6889 debited Rs.1273.33 and credited to GJJY36318091431079.ifsc.npci -Ref 299670033195,expense
"Dear Customer, INR 507.15 has been credited to A/c XXXX56 on 12th May 2024, 12:00 AM, 01:42 PM via IMPS from Small-Mccarthy. Current Balance: INR 5,320.94.",income
"INR 2306.77 credited to A/c XXXX13 on 01th May 2024, 12:00 AM via RTGS from Hawkins Inc. Current Balance: INR 7,393.86.",income
"INR 182.68 credited to A/c XXXX84 on 10th May 2024, 12:00 AM via RTGS from Russell-Jennings. Current Balance: INR 4,055.11.",income
UPI -VPA +1-706-911-3481x88711@paytm linked to SBI a/c XX4368 debited Rs.9722.88 and credited to GB77MTMF67801468147640.ifsc.npci -Ref 428284888954,expense
"Your salary of INR 42230.57 has been credited to A/c XXXX89 on 10th May 2024, 12:00 AM via UPI from Simpson Inc. Current Balance: INR 1,054.62.",income
VPA +1-684-717-5214x739@paytm linked to SBI a/c XX6051 debited Rs.7446.65 and credited to GB39MQKK20061160432790.ifsc.npci -Ref 332545098799,expense
"Dear Customer, INR 890.52 has been credited to A/c XXXX64 on 05th May 2024, 12:00 AM, 04:51 PM via IMPS from Bolton-Johnson. Current Balance: INR 2,655.84.",income
UPI -VPA 7338134707@paytm linked to ICICI a/c XX1745 debited Rs.4483.37 and credited to GB31YATO05158222064740.ifsc.npci -Ref 931075548648,expense
"Dear Customer, INR 960.81 has been credited to A/c XXXX47 on 12th May 2024, 12:00 AM, 07:16 AM via IMPS from Barnes-Oconnell. Current Balance: INR 9,555.89.",income
"INR 437.05 credited to A/c XXXX71 on 07th May 2024, 12:00 AM via RTGS from Gordon, Maynard and Miller. Current Balance: INR 7,275.02.",income
"Rs.1230.16 Credited to SB-xxx5781 AcBal:4460.90 CLRBal: 14,659.96 [463965] Morris Estate on 12th May 2024, 12:00 AM. Martinez, Ortiz and Harris.",income
"Your salary of INR 12405.61 has been credited to A/c XXXX14 on 12th May 2024, 12:00 AM via IMPS from Humphrey, Hamilton and Mathis. Current Balance: INR 9,620.90.",income
VPA 602.991.4545@paytm linked to HDFC a/c XX1314 debited Rs.4564.80 and credited to GB41FXZQ56889559785265.ifsc.npci -Ref 920805711778,expense
"INR 3749.87 credited to A/c XXXX80 on 11th May 2024, 12:00 AM via IMPS from Kaufman-Estes. Current Balance: INR 1,940.89.",income
VPA +1-366-698-9567@paytm linked to ICICI a/c XX4915 debited Rs.6231.95 and credited to NQDG84011121919012.ifsc.npci -Ref 686822879508,expense
UPI -VPA 5724806990@paytm linked to Bank a/c XX2129 debited Rs.1004.68 and credited to BZOE56821087825303.ifsc.npci -Ref 537169126225,expense
"Dear Customer, INR 293.66 has been credited to A/c XXXX77 on 02th May 2024, 12:00 AM, 06:13 AM via IMPS from Roth Group. Current Balance: INR 9,963.55.",income
"INR 477.41 credited to A/c XXXX84 on 07th May 2024, 12:00 AM via RTGS from Brown, Wilson and Deleon. Current Balance: INR 3,065.19.",income
"Dear Customer, INR 753.83 has been credited to A/c XXXX28 on 03th May 2024, 12:00 AM, 01:58 PM via IMPS from Gardner, Woodward and Brown. Current Balance: INR 4,987.39.",income
"Your salary of INR 40384.49 has been credited to A/c XXXX45 on 07th May 2024, 12:00 AM via UPI from Moreno, Smith and Moore. Current Balance: INR 7,418.53.",income
"INR 3825.70 credited to A/c XXXX69 on 13th May 2024, 12:00 AM via RTGS from Burnett-Fox. Current Balance: INR 6,678.66.",income
"Dear Customer, INR 455.60 has been credited to A/c XXXX14 on 12th May 2024, 12:00 AM, 10:29 AM via IMPS from Wells, Sanchez and Green. Current Balance: INR 1,725.30.",income
1668.37 Debited ATM Card Maint Charge GST in your Ac XX4275 on 2024-04-02. .Avl BalRs 2362.96.,expense
"INR 388.36 credited to A/c XXXX91 on 08th May 2024, 12:00 AM via RTGS from Hughes-Richard. Current Balance: INR 9,907.77.",income
"INR 1135.05 credited to A/c XXXX19 on 10th May 2024, 12:00 AM via IMPS from Johnson Ltd. Current Balance: INR 9,617.05.",income
"Dear Customer, INR 516.29 has been credited to A/c XXXX99 on 06th May 2024, 12:00 AM, 04:19 PM via IMPS from Lopez, Gates and Hubbard. Current Balance: INR 9,435.21.",income
5907.66 Debited ATM Card Maint Charge GST in your Ac XX8284 on 2024-02-24. .Avl BalRs 6239.10.,expense
6304.66 Debited ATM Card Maint Charge GST in your Ac XX3241 on 2024-05-03. .Avl BalRs 3083.29.,expense
"INR 1536.22 credited to A/c XXXX84 on 11th May 2024, 12:00 AM via RTGS from Gonzalez and Sons. Current Balance: INR 8,574.97.",income
VPA 6572796904@paytm linked to SBI a/c XX9342 debited Rs.385.37 and credited to VIHN00074336596259.ifsc.npci -Ref 992705550403,expense
"Your salary of INR 12495.97 has been credited to A/c XXXX35 on 01th May 2024, 12:00 AM via UPI from Flores PLC. Current Balance: INR 9,803.35.",income
"INR 30.63 credited to A/c XXXX72 on 07th May 2024, 12:00 AM via RTGS from Walker and Sons. Current Balance: INR 1,016.25.",income
"Dear Customer, INR 686.68 has been credited to A/c XXXX21 on 02th May 2024, 12:00 AM, 07:39 AM via IMPS from Anderson-Hernandez. Current Balance: INR 9,942.87.",income
4708.89 Debited ATM Card Maint Charge GST in your Ac XX1808 on 2024-01-05. .Avl BalRs 3880.37.,expense
"Your salary of INR 49037.38 has been credited to A/c XXXX18 on 08th May 2024, 12:00 AM via UPI from Williams, Hanson and Howell. Current Balance: INR 5,757.40.",income
UPI -VPA 466.610.8402x779@paytm linked to Bank a/c XX1633 debited Rs.9691.51 and credited to GB27PEBU70301753319136.ifsc.npci -Ref 654475062582,expense
7971.55 Debited ATM Card Maint Charge GST in your Ac XX4163 on 2024-05-03. .Avl BalRs 9202.60.,expense
UPI -VPA 4046401217@paytm linked to SBI a/c XX2810 debited Rs.7015.97 and credited to PMOT61169242442549.ifsc.npci -Ref 867182999350,expense
"INR 323.79 credited to A/c XXXX94 on 04th May 2024, 12:00 AM via RTGS from Cox-Thomas. Current Balance: INR 9,119.84.",income
4280.40 Debited ATM Card Maint Charge GST in your Ac XX1015 on 2024-03-05. .Avl BalRs 6567.65.,expense
"Sent Rs.4415.55 from Axis Bank AC X1715 to googlepay8948972@paytm on 2024-04-26.UPI Ref 639765249716. Not you, https://lee.com/",expense
"Your salary of INR 28771.31 has been credited to A/c XXXX16 on 04th May 2024, 12:00 AM via UPI from Mays-Hernandez. Current Balance: INR 2,010.91.",income
"Dear Customer, INR 976.71 has been credited to A/c XXXX60 on 02th May 2024, 12:00 AM, 01:34 AM via IMPS from Ballard Inc. Current Balance: INR 1,204.47.",income
"Dear Customer, INR 181.22 has been credited to A/c XXXX56 on 12th May 2024, 12:00 AM, 08:20 PM via IMPS from Green Group. Current Balance: INR 9,093.42.",income
VPA (366)925-2439x3404@paytm linked to HDFC a/c XX1442 debited Rs.3666.95 and credited to BSVN05153367946256.ifsc.npci -Ref 790976114665,expense
"INR 382.14 credited to A/c XXXX91 on 04th May 2024, 12:00 AM via RTGS from Smith PLC. Current Balance: INR 4,100.00.",income
"INR 337.60 credited to A/c XXXX56 on 11th May 2024, 12:00 AM via RTGS from Todd, Stewart and Jackson. Current Balance: INR 6,421.25.",income
"Your salary of INR 49787.83 has been credited to A/c XXXX26 on 06th May 2024, 12:00 AM via RTGS from Barton, Daniel and Webster. Current Balance: INR 8,613.18.",income
"Your salary of INR 15683.19 has been credited to A/c XXXX90 on 03th May 2024, 12:00 AM via RTGS from Brewer, Hansen and Miller. Current Balance: INR 7,697.62.",income
"INR 298.31 credited to A/c XXXX97 on 03th May 2024, 12:00 AM via RTGS from Johnson, Mitchell and Martinez. Current Balance: INR 9,258.84.",income
"INR 3804.70 credited to A/c XXXX52 on 01th May 2024, 12:00 AM via UPI from Ramirez Ltd. Current Balance: INR 1,675.75.",income
"Dear Customer, INR 261.54 has been credited to A/c XXXX97 on 11th May 2024, 12:00 AM, 01:19 AM via IMPS from Jones-Williams. Current Balance: INR 7,916.62.",income
"Rs.4142.64 Credited to SB-xxx6624 AcBal:3484.87 CLRBal: 14,384.15 [944526] Butler Glen on 13th May 2024, 12:00 AM. Vang and Sons.",income
"Rs.1882.35 Credited to SB-xxx3792 AcBal:3419.95 CLRBal: 12,032.71 [671867] Mark Streets on 03th May 2024, 12:00 AM. Baker-Diaz.",income
"INR 3460.79 credited to A/c XXXX39 on 01th May 2024, 12:00 AM via RTGS from Hanson, Lee and Lee. Current Balance: INR 2,028.24.",income
"INR 240.10 credited to A/c XXXX35 on 07th May 2024, 12:00 AM via RTGS from Kelly, Small and Morris. Current Balance: INR 5,948.39.",income
"INR 3376.77 credited to A/c XXXX30 on 13th May 2024, 12:00 AM via UPI from Hill-Morris. Current Balance: INR 6,118.77.",income
"INR 391.97 credited to A/c XXXX81 on 04th May 2024, 12:00 AM via RTGS from Burns-Terry. Current Balance: INR 3,659.52.",income
VPA 984-752-9923@paytm linked to HDFC a/c XX1371 debited Rs.7842.14 and credited to GB07ZJIP61286902401419.ifsc.npci -Ref 461882694323,expense
